mother_education,father_education,studytime,extra_curricular_activities,parents_job,internet_access,parental_involvement,school_type,avg_grade
Diploma,Under_SSC,5,Yes,2,No,Yes,Govt,76.0
Masters,SSC,6,Yes,1,No,No,Semi_Govt,88.0
Honors,Honors,7,No,2,Yes,Yes,Private,91.2
Diploma,Diploma,7,Yes,2,Yes,Yes,Private,86.8
Honors,Diploma,5,Yes,1,Yes,Yes,Govt,74.8
SSC,Under_SSC,7,Yes,2,Yes,Yes,Semi_Govt,92.0
Non_Educated,Masters,8,Yes,0,Yes,Yes,Semi_Govt,89.4
Honors,SSC,2,Yes,1,No,No,Govt,58.4
HSC,Non_Educated,5,Yes,1,Yes,No,Semi_Govt,76.8
Honors,SSC,7,Yes,0,No,Yes,Govt,87.8
Masters,SSC,6,No,1,No,Yes,Govt,76.4
SSC,SSC,1,Yes,1,No,No,Govt,51.4
SSC,Non_Educated,8,Yes,2,No,No,Private,88.0
Masters,Under_SSC,7,No,1,No,No,Private,84.8
Honors,Non_Educated,6,No,0,No,Yes,Semi_Govt,87.2
Under_SSC,HSC,3,Yes,2,No,No,Semi_Govt,54.2
Masters,Non_Educated,4,No,1,No,No,Private,75.2
SSC,Under_SSC,8,No,1,Yes,No,Semi_Govt,92.0
HSC,Diploma,5,Yes,1,No,No,Private,74.2
Honors,HSC,4,No,0,Yes,No,Govt,74.6
Honors,HSC,2,No,1,No,No,Semi_Govt,57.6
Non_Educated,Honors,8,No,2,Yes,No,Semi_Govt,89.6
Masters,Masters,5,No,1,No,Yes,Semi_Govt,75.2
Honors,Under_SSC,6,Yes,0,No,No,Semi_Govt,79.0
Under_SSC,SSC,6,No,1,Yes,Yes,Govt,74.0
Masters,SSC,8,No,1,Yes,No,Semi_Govt,87.2
Masters,Honors,2,Yes,1,No,No,Private,61.6
HSC,Diploma,6,Yes,1,No,No,Govt,74.0
Diploma,Honors,5,No,1,No,Yes,Govt,77.8
HSC,Diploma,5,No,0,Yes,No,Semi_Govt,72.6
Honors,Masters,8,Yes,0,No,Yes,Private,90.8
Under_SSC,Diploma,1,No,2,No,Yes,Govt,57.4
SSC,HSC,7,Yes,0,No,No,Semi_Govt,87.6
Masters,HSC,7,No,1,No,No,Private,90.0
SSC,HSC,6,No,2,Yes,Yes,Govt,75.2
SSC,HSC,4,Yes,1,Yes,Yes,Semi_Govt,74.2
Honors,HSC,8,Yes,1,No,No,Private,94.0
SSC,Under_SSC,7,No,2,No,Yes,Private,89.0
HSC,Under_SSC,8,No,0,Yes,No,Govt,91.8
HSC,Diploma,7,No,2,No,No,Govt,92.8
Diploma,SSC,2,Yes,0,No,No,Private,57.4
HSC,Diploma,7,No,1,No,No,Semi_Govt,90.0
HSC,Under_SSC,3,No,1,No,No,Semi_Govt,52.6
HSC,Honors,5,No,1,No,Yes,Private,72.8
Honors,Masters,7,No,2,No,No,Govt,86.6
Diploma,Honors,4,No,2,No,Yes,Private,70.6
Under_SSC,HSC,6,No,1,No,No,Govt,85.2
Under_SSC,SSC,2,Yes,1,Yes,Yes,Semi_Govt,56.2
Under_SSC,SSC,5,No,1,Yes,Yes,Private,74.2
Under_SSC,Under_SSC,5,No,1,Yes,Yes,Private,75.4
Under_SSC,Honors,6,No,1,Yes,Yes,Private,75.0
Non_Educated,Under_SSC,8,Yes,0,Yes,Yes,Private,89.8
Honors,SSC,1,Yes,1,Yes,No,Private,54.8
HSC,Diploma,1,No,0,Yes,No,Govt,58.0
HSC,Diploma,1,Yes,2,Yes,Yes,Govt,58.6
HSC,Masters,8,Yes,1,Yes,No,Private,87.8
Diploma,Diploma,2,No,2,No,No,Private,58.4
Under_SSC,Honors,1,No,2,Yes,No,Semi_Govt,61.2
Under_SSC,Non_Educated,6,No,2,No,No,Semi_Govt,71.8
Masters,Diploma,1,Yes,1,Yes,Yes,Govt,51.8
Non_Educated,Diploma,1,No,0,No,Yes,Semi_Govt,52.2
SSC,HSC,1,No,2,No,Yes,Semi_Govt,54.4
Under_SSC,HSC,4,Yes,1,Yes,Yes,Govt,75.8
Honors,Under_SSC,7,Yes,0,No,Yes,Semi_Govt,92.4
Masters,HSC,8,Yes,1,Yes,Yes,Private,89.0
Honors,SSC,5,No,2,No,Yes,Semi_Govt,73.6
Masters,Under_SSC,7,No,0,Yes,Yes,Private,92.0
Masters,Non_Educated,6,No,2,No,No,Private,89.0
Diploma,SSC,6,Yes,0,No,Yes,Govt,74.6
Honors,Non_Educated,2,Yes,1,Yes,No,Govt,60.6
HSC,Honors,5,Yes,1,No,Yes,Private,75.4
Non_Educated,Honors,2,Yes,1,No,Yes,Semi_Govt,55.0
Non_Educated,Masters,2,No,1,No,Yes,Private,60.2
Non_Educated,Honors,7,No,2,No,Yes,Private,93.0
SSC,Under_SSC,2,Yes,0,Yes,No,Private,50.8
Under_SSC,Diploma,3,Yes,1,No,Yes,Govt,51.8
Masters,Diploma,8,Yes,1,Yes,No,Semi_Govt,91.2
SSC,Honors,5,Yes,2,Yes,Yes,Semi_Govt,74.8
Diploma,SSC,1,Yes,1,Yes,Yes,Private,49.6
Diploma,HSC,3,No,1,No,No,Semi_Govt,52.0
SSC,Non_Educated,8,No,1,Yes,Yes,Semi_Govt,91.2
Masters,Under_SSC,6,Yes,1,No,Yes,Private,73.6
SSC,HSC,1,Yes,0,No,Yes,Govt,55.4
Honors,Non_Educated,5,No,1,Yes,Yes,Govt,77.4
Diploma,Non_Educated,2,Yes,0,No,No,Semi_Govt,59.2
SSC,Non_Educated,6,Yes,1,No,No,Private,91.0
HSC,Masters,6,No,2,Yes,Yes,Semi_Govt,92.2
SSC,HSC,6,No,0,No,Yes,Govt,88.2
Diploma,Masters,6,No,1,Yes,No,Semi_Govt,86.2
Non_Educated,HSC,4,Yes,1,Yes,No,Govt,74.4
SSC,SSC,4,Yes,1,No,Yes,Semi_Govt,72.4
HSC,Non_Educated,1,No,1,No,No,Govt,49.2
Non_Educated,Diploma,5,No,2,Yes,No,Govt,73.6
Honors,Under_SSC,1,No,1,Yes,No,Private,58.4
Diploma,HSC,6,Yes,1,Yes,Yes,Govt,73.4
Non_Educated,HSC,2,No,1,Yes,No,Semi_Govt,57.2
HSC,Under_SSC,8,No,1,No,No,Private,86.0
Diploma,Honors,1,Yes,0,No,Yes,Govt,54.0
Diploma,SSC,4,Yes,1,No,Yes,Govt,73.2
SSC,Honors,7,No,1,No,No,Private,88.6
Non_Educated,SSC,8,Yes,1,Yes,Yes,Govt,93.0
Under_SSC,HSC,1,Yes,1,No,Yes,Govt,57.4
SSC,Under_SSC,1,No,0,No,Yes,Semi_Govt,60.0
Non_Educated,HSC,2,No,2,Yes,Yes,Private,56.4
SSC,Under_SSC,3,No,0,No,Yes,Private,52.0
Masters,HSC,8,No,1,Yes,Yes,Private,90.2
HSC,Diploma,8,No,2,No,No,Govt,87.2
Non_Educated,Masters,5,Yes,2,No,Yes,Semi_Govt,74.0
HSC,SSC,6,No,1,Yes,No,Semi_Govt,86.0
Diploma,SSC,7,No,2,No,No,Govt,82.6
Non_Educated,Diploma,7,No,1,Yes,No,Govt,86.8
Honors,Diploma,6,Yes,0,No,Yes,Private,91.2
Masters,Masters,6,Yes,1,No,No,Private,73.6
Masters,Honors,3,No,1,Yes,Yes,Govt,50.0
Honors,Masters,6,No,1,Yes,No,Private,75.4
Honors,SSC,4,No,2,Yes,Yes,Private,74.8
HSC,Diploma,7,Yes,0,Yes,No,Private,94.4
Masters,Under_SSC,6,Yes,1,Yes,Yes,Private,90.4
Under_SSC,Masters,2,Yes,2,No,No,Private,53.8
HSC,SSC,1,No,0,No,Yes,Govt,59.6
Honors,Non_Educated,7,No,1,No,No,Private,94.6
Honors,HSC,1,Yes,1,No,Yes,Private,52.6
Diploma,Non_Educated,7,No,2,Yes,Yes,Private,83.0
HSC,Masters,3,No,1,No,No,Semi_Govt,52.6
Under_SSC,Non_Educated,2,Yes,2,No,No,Govt,60.2
Honors,SSC,7,Yes,0,No,No,Private,90.2
SSC,Diploma,6,Yes,0,Yes,No,Semi_Govt,74.6
Under_SSC,Masters,5,No,2,No,No,Private,78.2
Masters,HSC,1,Yes,2,No,No,Private,51.6
Masters,Under_SSC,1,No,1,No,No,Govt,58.6
Honors,Non_Educated,3,Yes,1,No,No,Govt,59.6
Under_SSC,Diploma,7,Yes,0,Yes,Yes,Govt,93.6
Masters,HSC,1,Yes,2,Yes,Yes,Govt,51.4
HSC,Under_SSC,5,Yes,2,No,Yes,Semi_Govt,74.2
Masters,Non_Educated,6,Yes,2,Yes,No,Private,89.0
Non_Educated,Under_SSC,3,Yes,1,Yes,Yes,Semi_Govt,58.4
Diploma,SSC,5,No,1,No,No,Semi_Govt,52.6
SSC,Non_Educated,8,No,1,Yes,No,Govt,88.6
Under_SSC,HSC,7,No,1,No,Yes,Private,89.4
Non_Educated,Honors,5,No,1,No,Yes,Semi_Govt,58.4
Masters,Honors,8,No,0,Yes,No,Semi_Govt,89.6
Masters,Under_SSC,5,Yes,1,No,Yes,Private,75.4
Diploma,Masters,3,Yes,1,No,Yes,Semi_Govt,60.8
Masters,Under_SSC,4,Yes,1,No,No,Private,74.4
Non_Educated,HSC,8,No,1,Yes,Yes,Govt,90.8
Non_Educated,Under_SSC,6,Yes,2,Yes,Yes,Semi_Govt,58.4
Honors,Diploma,3,Yes,1,Yes,Yes,Govt,59.4
Non_Educated,HSC,6,No,0,Yes,No,Private,93.2
Under_SSC,HSC,8,No,1,Yes,No,Private,93.4
HSC,HSC,8,Yes,0,Yes,No,Semi_Govt,58.4
Masters,Non_Educated,4,Yes,1,No,No,Govt,76.4
Under_SSC,Honors,5,Yes,1,No,No,Govt,78.4
SSC,Non_Educated,3,No,1,No,Yes,Govt,58.6
SSC,Masters,6,Yes,2,Yes,Yes,Govt,76.4
Diploma,Diploma,4,Yes,0,No,Yes,Semi_Govt,71.6
HSC,Honors,1,No,2,No,Yes,Private,51.6
Honors,Under_SSC,5,Yes,2,No,No,Govt,78.4
Diploma,Under_SSC,8,No,1,No,No,Govt,88.0
HSC,Diploma,6,No,2,Yes,No,Private,88.6
Under_SSC,HSC,4,No,1,Yes,No,Govt,79.0
Under_SSC,SSC,6,Yes,0,No,No,Private,77.0
Diploma,Under_SSC,2,No,1,Yes,No,Private,60.2
Diploma,Under_SSC,7,No,1,No,No,Govt,94.6
Honors,Diploma,7,No,0,No,No,Private,90.6
SSC,SSC,6,No,0,No,No,Govt,86.2
HSC,Honors,6,Yes,1,Yes,Yes,Private,77.8
HSC,SSC,5,Yes,2,No,No,Semi_Govt,58.4
Diploma,Under_SSC,6,Yes,1,Yes,No,Private,78.6
Diploma,Diploma,4,No,0,Yes,No,Semi_Govt,73.0
Diploma,Non_Educated,8,Yes,0,No,Yes,Private,93.2
Under_SSC,Diploma,8,No,2,No,No,Govt,92.0
Under_SSC,Masters,6,No,0,Yes,Yes,Govt,91.0
SSC,SSC,1,No,0,No,No,Govt,52.2
Masters,Non_Educated,4,No,1,Yes,Yes,Private,77.6
Honors,HSC,8,Yes,0,No,Yes,Private,86.4
Diploma,Honors,1,Yes,2,No,Yes,Semi_Govt,50.8
Under_SSC,Under_SSC,2,No,0,Yes,Yes,Private,54.6
Masters,Diploma,2,Yes,1,No,No,Private,57.0
Honors,Masters,2,Yes,1,Yes,Yes,Semi_Govt,60.0
Non_Educated,HSC,3,Yes,1,Yes,Yes,Govt,53.4
Masters,SSC,5,Yes,0,Yes,No,Private,77.6
Non_Educated,Honors,6,Yes,1,Yes,No,Govt,90.8
SSC,SSC,4,No,1,Yes,Yes,Semi_Govt,50.8
Under_SSC,SSC,3,Yes,0,No,Yes,Govt,63.4
Under_SSC,SSC,5,No,0,Yes,Yes,Semi_Govt,50.8
SSC,Non_Educated,8,No,2,Yes,Yes,Semi_Govt,94.2
Diploma,Non_Educated,3,No,2,No,Yes,Private,52.2
Masters,Under_SSC,8,Yes,1,No,Yes,Govt,90.0
Under_SSC,SSC,6,No,1,No,No,Govt,92.0
Masters,Diploma,1,No,1,Yes,No,Govt,56.8
SSC,Masters,7,Yes,0,No,Yes,Govt,87.8
Under_SSC,Non_Educated,6,No,2,Yes,Yes,Private,86.2
SSC,Masters,8,Yes,1,No,No,Private,92.8
Diploma,Masters,6,Yes,2,No,No,Govt,73.4
SSC,SSC,1,Yes,2,No,No,Govt,58.8
HSC,Honors,5,No,1,No,No,Govt,74.0
Non_Educated,Under_SSC,1,No,2,No,No,Private,52.4
Non_Educated,Masters,8,Yes,1,Yes,Yes,Private,87.2
Masters,HSC,5,Yes,2,No,Yes,Govt,75.0
SSC,SSC,1,No,0,Yes,Yes,Private,49.6
Honors,SSC,7,Yes,2,No,Yes,Govt,90.0
Honors,Diploma,5,Yes,2,No,No,Private,75.4
Diploma,Under_SSC,6,Yes,0,Yes,No,Private,84.6
Non_Educated,Masters,5,Yes,1,Yes,No,Govt,74.4
Diploma,HSC,3,No,1,No,No,Govt,61.0
Diploma,SSC,7,No,1,No,Yes,Private,88.8
HSC,Non_Educated,5,No,2,No,No,Govt,77.8
Masters,HSC,8,No,2,No,Yes,Private,92.2
Honors,SSC,7,Yes,0,Yes,No,Private,88.8
Diploma,Non_Educated,7,Yes,1,Yes,No,Govt,90.2
Masters,Masters,6,Yes,1,Yes,No,Govt,92.8
Diploma,Honors,4,Yes,2,No,Yes,Semi_Govt,75.4
SSC,Diploma,7,No,1,No,Yes,Govt,94.4
Masters,SSC,8,No,1,No,No,Govt,89.0
SSC,SSC,3,No,1,Yes,No,Private,55.2
Under_SSC,Honors,6,Yes,2,No,Yes,Govt,91.2
Masters,Masters,5,Yes,0,No,No,Private,75.6
Under_SSC,Honors,8,No,0,No,No,Private,94.4
Honors,HSC,6,No,2,Yes,No,Semi_Govt,50.8
SSC,Masters,8,No,1,No,No,Govt,87.0
SSC,Under_SSC,1,Yes,0,Yes,No,Semi_Govt,52.4
HSC,SSC,3,No,1,No,Yes,Private,52.6
Honors,HSC,6,Yes,0,No,No,Semi_Govt,75.4
Diploma,Under_SSC,5,Yes,0,Yes,Yes,Private,71.8
Diploma,Non_Educated,1,Yes,2,Yes,No,Private,52.6
Honors,HSC,3,No,1,No,No,Govt,58.8
Masters,Under_SSC,4,No,1,Yes,No,Semi_Govt,50.8
SSC,Under_SSC,3,No,1,No,Yes,Govt,62.0
SSC,HSC,8,No,2,Yes,Yes,Govt,85.8
Honors,Masters,5,No,2,Yes,Yes,Private,71.6
SSC,Masters,2,No,1,Yes,No,Govt,59.4
SSC,Diploma,5,No,2,No,Yes,Semi_Govt,76.8
Honors,SSC,6,No,1,No,No,Private,87.6
HSC,SSC,7,Yes,1,Yes,Yes,Semi_Govt,87.2
Diploma,HSC,4,Yes,0,No,Yes,Semi_Govt,74.0
Diploma,Masters,5,Yes,1,No,No,Govt,71.6
Masters,HSC,6,Yes,0,Yes,No,Govt,95.8
Masters,Diploma,4,Yes,1,Yes,Yes,Govt,74.4
SSC,SSC,1,No,1,No,No,Semi_Govt,52.4
Honors,Diploma,7,Yes,2,No,Yes,Govt,89.0
HSC,Masters,3,No,2,Yes,Yes,Private,46.8
Masters,SSC,6,No,2,Yes,Yes,Private,90.6
Under_SSC,Honors,6,Yes,2,No,No,Semi_Govt,83.6
Under_SSC,Diploma,6,Yes,1,No,Yes,Govt,86.6
Under_SSC,Non_Educated,6,Yes,1,No,No,Govt,76.6
Under_SSC,Honors,7,No,2,Yes,Yes,Govt,93.2
Non_Educated,HSC,6,No,0,No,No,Semi_Govt,89.2
SSC,Honors,7,Yes,2,No,Yes,Private,88.4
Non_Educated,SSC,6,Yes,1,Yes,Yes,Govt,92.8
Under_SSC,Under_SSC,1,No,1,No,Yes,Govt,53.2
Masters,Diploma,2,No,0,No,Yes,Semi_Govt,61.8
Honors,Honors,7,Yes,0,No,No,Semi_Govt,89.2
Non_Educated,Diploma,7,No,0,Yes,No,Private,92.6
Diploma,Masters,5,No,2,Yes,Yes,Private,74.8
Honors,HSC,8,Yes,1,No,No,Private,90.4
Diploma,Under_SSC,5,Yes,0,Yes,Yes,Govt,73.0
HSC,Diploma,2,Yes,2,No,No,Private,51.4
Diploma,Non_Educated,6,No,1,No,Yes,Semi_Govt,73.4
Diploma,Non_Educated,3,Yes,1,No,Yes,Govt,57.0
Masters,Honors,7,No,0,Yes,No,Govt,91.6
Non_Educated,Under_SSC,6,Yes,1,Yes,No,Govt,89.8
Non_Educated,Masters,4,Yes,1,No,Yes,Private,74.4
SSC,Honors,6,No,0,Yes,Yes,Private,72.8
Masters,Non_Educated,6,Yes,1,Yes,Yes,Govt,87.6
Under_SSC,Honors,4,Yes,1,No,No,Govt,77.8
Masters,Honors,5,Yes,1,No,Yes,Govt,79.0
Diploma,SSC,8,No,1,No,Yes,Semi_Govt,92.8
Non_Educated,Under_SSC,1,No,0,No,No,Semi_Govt,56.8
Honors,Diploma,5,No,1,No,No,Private,77.4
Masters,Under_SSC,6,Yes,1,No,Yes,Semi_Govt,71.8
Masters,Diploma,5,No,2,Yes,No,Semi_Govt,70.8
Honors,Non_Educated,6,No,1,No,No,Private,87.2
Under_SSC,HSC,4,No,1,Yes,Yes,Semi_Govt,75.4
Honors,SSC,1,Yes,1,No,No,Semi_Govt,58.2
HSC,Under_SSC,2,No,1,No,No,Govt,55.0
Non_Educated,HSC,8,No,0,No,No,Semi_Govt,85.2
Honors,Masters,6,No,1,Yes,No,Private,79.6
Non_Educated,HSC,1,No,0,Yes,Yes,Govt,54.2
Non_Educated,Under_SSC,4,Yes,1,Yes,Yes,Semi_Govt,74.8
Honors,Masters,2,Yes,1,Yes,Yes,Private,56.6
Under_SSC,Masters,6,Yes,0,Yes,Yes,Semi_Govt,90.0
Masters,Honors,2,No,1,Yes,No,Private,57.4
Diploma,Masters,6,Yes,1,No,No,Govt,95.2
Non_Educated,Diploma,8,Yes,2,Yes,No,Semi_Govt,89.2
Non_Educated,Diploma,6,No,0,No,Yes,Private,75.0
SSC,Non_Educated,1,Yes,1,No,No,Private,53.6
SSC,Honors,1,No,1,No,No,Govt,60.4
SSC,Masters,7,No,1,Yes,Yes,Semi_Govt,91.2
HSC,HSC,4,Yes,2,Yes,No,Govt,77.0
SSC,Under_SSC,7,No,0,Yes,Yes,Private,89.2
SSC,Masters,6,Yes,0,No,No,Private,89.0
SSC,Under_SSC,3,Yes,0,Yes,Yes,Semi_Govt,52.0
Diploma,HSC,6,No,1,Yes,No,Semi_Govt,77.2
Non_Educated,Honors,2,Yes,2,No,No,Govt,52.2
Honors,Honors,5,No,1,Yes,No,Govt,75.4
Under_SSC,Masters,4,Yes,1,No,No,Govt,73.8
Under_SSC,Honors,1,Yes,2,No,Yes,Govt,55.0
HSC,Non_Educated,5,No,1,Yes,No,Semi_Govt,76.4
SSC,Honors,5,Yes,1,No,Yes,Govt,77.0
Diploma,HSC,3,Yes,0,Yes,No,Govt,58.0
Honors,Under_SSC,5,No,1,No,No,Govt,75.6
SSC,Diploma,5,Yes,1,No,Yes,Govt,75.8
Non_Educated,SSC,1,No,2,Yes,No,Semi_Govt,50.2
Diploma,Diploma,1,No,2,Yes,Yes,Semi_Govt,52.8
Non_Educated,Diploma,1,No,1,Yes,No,Govt,60.2
HSC,Honors,8,No,0,Yes,No,Private,86.8
HSC,Under_SSC,6,Yes,1,No,No,Govt,75.0
HSC,Diploma,3,No,1,No,Yes,Semi_Govt,56.2
Diploma,Under_SSC,8,No,1,No,Yes,Govt,92.6
Masters,Under_SSC,5,No,2,No,Yes,Govt,73.4
SSC,Under_SSC,6,No,1,Yes,No,Govt,87.8
HSC,Under_SSC,6,Yes,1,Yes,Yes,Private,87.4
Diploma,Honors,5,Yes,1,No,No,Semi_Govt,71.6
Non_Educated,Honors,2,Yes,1,Yes,No,Govt,58.0
Under_SSC,Non_Educated,5,Yes,1,Yes,Yes,Govt,71.0
SSC,Masters,4,No,1,Yes,Yes,Govt,74.8
HSC,HSC,7,Yes,1,Yes,Yes,Govt,89.8
Diploma,SSC,7,No,1,No,Yes,Semi_Govt,89.2
Non_Educated,Diploma,1,No,2,Yes,Yes,Semi_Govt,58.2
Masters,Honors,2,Yes,1,No,No,Govt,63.8
Masters,Masters,3,No,1,No,Yes,Govt,52.4
Diploma,Honors,3,Yes,1,Yes,No,Govt,53.2
Non_Educated,HSC,8,Yes,2,Yes,Yes,Private,94.2
Non_Educated,HSC,2,Yes,2,No,No,Govt,68.6
Under_SSC,Masters,1,No,0,Yes,No,Govt,61.2
SSC,HSC,3,No,0,No,Yes,Govt,59.4
Honors,Under_SSC,7,No,1,No,No,Private,94.6
Diploma,Masters,8,Yes,2,Yes,Yes,Private,88.8
SSC,Non_Educated,1,No,1,Yes,No,Semi_Govt,55.0
Honors,Non_Educated,4,Yes,0,Yes,Yes,Semi_Govt,78.6
Diploma,SSC,3,Yes,2,Yes,Yes,Govt,51.6
HSC,Masters,3,No,2,Yes,Yes,Semi_Govt,56.4
Diploma,Diploma,3,No,2,Yes,Yes,Govt,58.0
SSC,Honors,5,Yes,0,Yes,No,Govt,72.0
SSC,Diploma,2,No,1,Yes,Yes,Govt,56.6
Non_Educated,Diploma,4,Yes,1,No,No,Semi_Govt,78.8
Honors,Under_SSC,5,Yes,0,No,No,Semi_Govt,76.0
Diploma,Diploma,4,Yes,1,No,Yes,Semi_Govt,78.4
Honors,Diploma,2,No,0,Yes,No,Govt,54.6
SSC,Diploma,1,No,1,No,No,Semi_Govt,57.8
HSC,SSC,7,Yes,1,Yes,Yes,Govt,84.6
Non_Educated,Under_SSC,7,Yes,0,Yes,Yes,Govt,88.2
HSC,Under_SSC,8,No,1,No,Yes,Semi_Govt,93.6
Diploma,Under_SSC,3,No,1,No,No,Semi_Govt,59.0
HSC,Under_SSC,3,Yes,1,Yes,No,Semi_Govt,57.4
HSC,Masters,3,No,1,No,Yes,Semi_Govt,53.8
HSC,Non_Educated,8,No,1,Yes,Yes,Semi_Govt,88.6
HSC,SSC,5,No,2,No,Yes,Govt,74.8
HSC,Under_SSC,6,Yes,2,No,No,Semi_Govt,76.2
Masters,Masters,3,No,1,No,Yes,Semi_Govt,61.4
Non_Educated,HSC,1,Yes,0,No,Yes,Govt,63.6
Masters,SSC,1,No,1,Yes,No,Semi_Govt,63.4
SSC,Non_Educated,6,Yes,1,No,No,Govt,90.0
Under_SSC,Diploma,2,Yes,2,Yes,No,Semi_Govt,53.6
Non_Educated,Non_Educated,6,Yes,0,Yes,Yes,Semi_Govt,74.4
Masters,SSC,3,No,0,Yes,No,Semi_Govt,56.0
Under_SSC,Under_SSC,6,No,0,Yes,No,Govt,76.2
Non_Educated,HSC,8,No,1,Yes,Yes,Semi_Govt,90.6
HSC,Non_Educated,6,No,1,No,No,Semi_Govt,89.8
Diploma,HSC,7,Yes,0,Yes,Yes,Govt,85.4
Non_Educated,SSC,3,Yes,1,Yes,No,Semi_Govt,60.0
SSC,Under_SSC,8,Yes,0,No,Yes,Govt,94.8
Diploma,SSC,3,Yes,2,No,No,Semi_Govt,54.4
Honors,Non_Educated,4,Yes,0,No,No,Semi_Govt,72.0
Non_Educated,Honors,6,Yes,1,Yes,No,Semi_Govt,73.6
Under_SSC,Honors,4,Yes,0,No,No,Semi_Govt,76.8
HSC,Under_SSC,8,Yes,1,No,Yes,Private,92.2
Masters,Masters,2,No,0,Yes,No,Govt,57.8
Diploma,SSC,7,Yes,2,Yes,No,Govt,89.6
Honors,SSC,6,No,0,No,Yes,Semi_Govt,79.2
Under_SSC,Honors,6,No,1,Yes,Yes,Govt,89.4
Masters,HSC,1,Yes,1,No,Yes,Semi_Govt,59.8
Non_Educated,Masters,8,No,1,No,Yes,Govt,88.0
Masters,Under_SSC,5,Yes,1,Yes,Yes,Semi_Govt,50.8
Honors,Diploma,6,Yes,1,No,No,Semi_Govt,50.8
Honors,SSC,7,Yes,1,Yes,Yes,Semi_Govt,88.4
Under_SSC,Honors,8,No,1,Yes,No,Govt,91.0
Masters,Masters,4,Yes,2,No,No,Semi_Govt,71.0
Under_SSC,Under_SSC,6,No,1,No,Yes,Semi_Govt,75.6
HSC,Non_Educated,1,Yes,1,No,No,Govt,59.2
HSC,Non_Educated,8,Yes,2,Yes,Yes,Govt,97.8
Non_Educated,Honors,6,Yes,2,Yes,Yes,Govt,74.4
SSC,Non_Educated,6,Yes,1,No,Yes,Semi_Govt,77.0
Masters,Non_Educated,3,No,2,No,No,Semi_Govt,51.8
SSC,Diploma,8,Yes,1,No,Yes,Govt,92.0
Under_SSC,Masters,6,Yes,1,No,Yes,Semi_Govt,74.8
Non_Educated,Diploma,6,No,2,No,No,Govt,74.8
Honors,Non_Educated,5,No,1,Yes,No,Semi_Govt,74.8
Under_SSC,HSC,8,Yes,1,No,Yes,Govt,84.8
Under_SSC,SSC,8,No,0,Yes,No,Semi_Govt,92.8
SSC,Non_Educated,8,No,1,No,Yes,Private,88.8
HSC,Under_SSC,7,No,1,No,No,Govt,89.4
Under_SSC,SSC,6,Yes,1,Yes,Yes,Private,93.4
Masters,Diploma,1,Yes,1,Yes,Yes,Semi_Govt,54.8
HSC,Under_SSC,1,Yes,1,Yes,No,Semi_Govt,55.6
SSC,Masters,3,No,0,No,No,Govt,62.2
Diploma,Masters,1,Yes,0,No,No,Semi_Govt,63.2
HSC,SSC,2,No,1,Yes,No,Semi_Govt,56.8
HSC,SSC,6,No,1,No,No,Govt,78.0
Under_SSC,Diploma,5,Yes,1,No,Yes,Semi_Govt,59.8
Honors,HSC,4,No,0,No,Yes,Semi_Govt,59.8
Masters,Honors,6,Yes,1,No,No,Semi_Govt,71.8
Honors,Non_Educated,6,No,0,No,No,Semi_Govt,91.6
Masters,HSC,5,No,2,Yes,No,Semi_Govt,76.4
SSC,Non_Educated,8,No,1,No,Yes,Semi_Govt,59.8
Diploma,SSC,4,Yes,1,No,Yes,Semi_Govt,59.8
Under_SSC,Non_Educated,6,Yes,1,No,Yes,Govt,72.4
Diploma,Non_Educated,5,No,1,No,No,Govt,76.8
Masters,Under_SSC,1,Yes,0,No,No,Govt,58.8
Honors,HSC,8,Yes,1,Yes,Yes,Private,93.0
Non_Educated,Masters,2,No,2,Yes,No,Semi_Govt,47.8
Diploma,Diploma,2,No,1,Yes,No,Semi_Govt,55.8
HSC,SSC,3,No,0,No,No,Semi_Govt,63.0
Non_Educated,Honors,8,Yes,1,Yes,Yes,Govt,90.6
SSC,HSC,5,No,0,No,Yes,Semi_Govt,77.8
HSC,Masters,3,Yes,1,No,No,Semi_Govt,59.6
HSC,Masters,1,Yes,1,No,No,Govt,57.0
Diploma,Masters,4,No,2,Yes,Yes,Govt,75.8
Non_Educated,HSC,5,No,1,No,No,Semi_Govt,47.8
Masters,Masters,5,No,2,Yes,Yes,Semi_Govt,47.8
Under_SSC,Honors,5,No,1,No,No,Semi_Govt,78.2
Diploma,HSC,2,Yes,1,No,No,Semi_Govt,55.2
Honors,Honors,1,No,1,No,Yes,Govt,57.8
Masters,Honors,4,No,1,No,No,Semi_Govt,77.2
HSC,Honors,1,Yes,1,No,Yes,Semi_Govt,57.0
Honors,HSC,3,Yes,1,Yes,Yes,Govt,54.0
Masters,SSC,7,Yes,0,No,No,Semi_Govt,88.8
Non_Educated,Diploma,2,Yes,0,No,Yes,Govt,49.8
HSC,SSC,3,Yes,2,Yes,No,Govt,60.0
SSC,SSC,7,Yes,1,Yes,Yes,Semi_Govt,92.8
SSC,SSC,2,No,1,Yes,No,Semi_Govt,57.2
Under_SSC,Under_SSC,4,Yes,2,Yes,No,Govt,74.0
Honors,Diploma,1,Yes,1,Yes,No,Semi_Govt,61.6
SSC,Non_Educated,1,Yes,2,No,Yes,Govt,57.0
SSC,Masters,7,No,2,Yes,Yes,Govt,89.6
SSC,Honors,3,No,1,Yes,Yes,Govt,61.0
